name,phone,address,city,state,zip,website,category_type,categories,rating,review_count,source,date_found
Elderwood,(559) 713-2114,"210 N Court St, Visalia, CA 93291",Visalia,CA,93291,https://www.yelp.com/biz/elderwood-visalia?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Cocktail Bars, New American",4.0,562,Yelp,2026-07-02
Grounds Restaurant,(209) 728-8663,"402 Main St, Ste A, Murphys, CA 95247",Murphys,CA,95247,https://www.yelp.com/biz/grounds-restaurant-murphys-3?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"New American, Breakfast & Brunch, Cocktail Bars",4.0,603,Yelp,2026-07-02
"V Restaurant, Bistro & Bar",(209) 728-9944,"402 Main St, Ste L, Murphys, CA 95247",Murphys,CA,95247,https://www.yelp.com/biz/v-restaurant-bistro-and-bar-murphys-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"New American, Cocktail Bars, Breakfast & Brunch",3.9,603,Yelp,2026-07-02
The Armory,(209) 694-3158,"208 S Green St, Sonora, CA 95370",Sonora,CA,95370,https://www.yelp.com/biz/the-armory-no-title?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Venues & Event Spaces, Cocktail Bars, American",4.3,334,Yelp,2026-07-02
The Ranch,(559) 732-6439,"604 W Murray Ave, Visalia, CA 93291",Visalia,CA,93291,https://www.yelp.com/biz/the-ranch-visalia?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Lounges, Steakhouses, Seafood",3.7,67,Yelp,2026-07-02
Mochuelo,(559) 348-5555,"2305 W Shaw Ave, Fresno, CA 93711",Fresno,CA,93711,https://www.yelp.com/biz/mochuelo-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Tapas/Small Plates, Spanish, Cocktail Bars",4.5,537,Yelp,2026-07-02
Mochuelo,(559) 348-5555,"2305 W Shaw Ave, Fresno, CA 93711",Fresno,CA,93711,https://www.yelp.com/biz/mochuelo-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Tapas/Small Plates, Spanish, Cocktail Bars",4.5,537,Yelp,2026-07-02
Mochuelo,(559) 348-5555,"2305 W Shaw Ave, Fresno, CA 93711",Fresno,CA,93711,https://www.yelp.com/biz/mochuelo-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Tapas/Small Plates, Spanish, Cocktail Bars",4.5,537,Yelp,2026-07-02
Pismo's Coastal Grill,(559) 439-9463,"7937 N Blackstone Ave, Fresno, CA 93720",Fresno,CA,93720,https://www.yelp.com/biz/pismos-coastal-grill-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Seafood, Bars, New American",3.9,2520,Yelp,2026-07-02
Buckhorn Saloon,(559) 877-8700,"32992 Rd 222, North Fork, CA 93643",North Fork,CA,93643,https://www.yelp.com/biz/buckhorn-saloon-north-fork?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"American, Pubs",3.9,52,Yelp,2026-07-02
The Elderberry House,(559) 683-6800,"48688 Victoria Ln, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/the-elderberry-house-oakhurst-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"French, Cocktail Bars, New American",4.5,343,Yelp,2026-07-02
The Elderberry House,(559) 683-6800,"48688 Victoria Ln, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/the-elderberry-house-oakhurst-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"French, Cocktail Bars, New American",4.5,343,Yelp,2026-07-02
Smokehouse 41,(559) 642-2271,"40713 Hwy 41, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/smokehouse-41-oakhurst?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Barbeque, Smokehouse, Sandwiches",4.5,1070,Yelp,2026-07-02
Bog House Pub,(559) 261-4994,"7089 N Marks Ave, Ste 109, Fresno, CA 93711",Fresno,CA,93711,https://www.yelp.com/biz/bog-house-pub-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,Pubs,4.4,50,Yelp,2026-07-02
13 Prime Steak,(559) 216-1313,"1345 N Willow Ave, Ste 190, Clovis, CA 93619",Clovis,CA,93619,https://www.yelp.com/biz/13-prime-steak-clovis-3?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Steakhouses, Cocktail Bars",4.3,672,Yelp,2026-07-02
13 Prime Steak,(559) 216-1313,"1345 N Willow Ave, Ste 190, Clovis, CA 93619",Clovis,CA,93619,https://www.yelp.com/biz/13-prime-steak-clovis-3?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Steakhouses, Cocktail Bars",4.3,672,Yelp,2026-07-02
South Gate Brewing Company,(559) 692-2739,"40233 Enterprise Dr, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/south-gate-brewing-company-oakhurst-4?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"American, Brewpubs, Tapas/Small Plates",4.1,1836,Yelp,2026-07-02
Oakhurst Grill and Whiskey 41 Lounge,(559) 641-2477,"40530 Hwy 41, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/oakhurst-grill-and-whiskey-41-lounge-oakhurst?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"New American, Lounges",4.1,532,Yelp,2026-07-02
Vulcania,(760) 934-0669,"6201 Minaret Rd, Ste 240, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/vulcania-mammoth-lakes-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Italian, Cocktail Bars",3.6,528,Yelp,2026-07-02
South Gate Brewing Company,(559) 692-2739,"40233 Enterprise Dr, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/south-gate-brewing-company-oakhurst-4?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"American, Brewpubs, Tapas/Small Plates",4.1,1836,Yelp,2026-07-02
South Gate Brewing Company,(559) 692-2739,"40233 Enterprise Dr, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/south-gate-brewing-company-oakhurst-4?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"American, Brewpubs, Tapas/Small Plates",4.1,1836,Yelp,2026-07-02
Del Pacifico Seafood Restaurant,(559) 372-7069,"907 N Court St, Visalia, CA 93291",Visalia,CA,93291,https://www.yelp.com/biz/del-pacifico-seafood-restaurant-visalia?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Seafood, Tacos, Cocktail Bars",5.0,1,Yelp,2026-07-02
Ruth's Chris Steak House,(559) 490-0358,"7844 N Blackstone Ave, Fresno, CA 93720",Fresno,CA,93720,https://www.yelp.com/biz/ruths-chris-steak-house-fresno-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Steakhouses, Seafood, Wine Bars",3.7,709,Yelp,2026-07-02
Mochuelo,(559) 348-5555,"2305 W Shaw Ave, Fresno, CA 93711",Fresno,CA,93711,https://www.yelp.com/biz/mochuelo-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Tapas/Small Plates, Spanish, Cocktail Bars",4.5,537,Yelp,2026-07-02
Richard's Prime Rib and Seafood,(559) 266-4077,"1609 E Belmont Ave, Fresno, CA 93701",Fresno,CA,93701,https://www.yelp.com/biz/richards-prime-rib-and-seafood-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Steakhouses, Seafood, Cocktail Bars",3.9,380,Yelp,2026-07-02
Mammoth Rock Brasserie,(760) 934-4200,"3029 Chateau Rd, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/mammoth-rock-brasserie-mammoth-lakes-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Brasseries, Bars, French",4.4,509,Yelp,2026-07-02
The Valley Tavern,(415) 285-0674,"4054 24th St, San Francisco, CA 94114",San Francisco,CA,94114,https://www.yelp.com/biz/the-valley-tavern-san-francisco?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Pubs, Sports Bars",4.0,336,Yelp,2026-07-02
Mochuelo,(559) 348-5555,"2305 W Shaw Ave, Fresno, CA 93711",Fresno,CA,93711,https://www.yelp.com/biz/mochuelo-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Tapas/Small Plates, Spanish, Cocktail Bars",4.5,537,Yelp,2026-07-02
Little Leaf Bar,(559) 261-2699,"6011 N Palm, Fresno, CA 93704",Fresno,CA,93704,https://www.yelp.com/biz/little-leaf-bar-fresno-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Lounges, Asian Fusion",4.3,79,Yelp,2026-07-02
Starlite,(415) 395-8520,"450 Powell St, Beacon Grand, San Francisco, CA 94108",San Francisco,CA,94108,https://www.yelp.com/biz/starlite-san-francisco?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Cocktail Bars, Lounges, Venues & Event Spaces",4.1,203,Yelp,2026-07-02
Dunsmoor,(323) 686-6027,"3501 Eagle Rock Blvd, Los Angeles, CA 90065",Los Angeles,CA,90065,https://www.yelp.com/biz/dunsmoor-los-angeles?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"American, Wine Bars, Beer Bar",4.3,595,Yelp,2026-07-02
The Seventh House,(619) 310-5614,"2835 University Ave, San Diego, CA 92104",San Diego,CA,92104,https://www.yelp.com/biz/the-seventh-house-san-diego-4?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Lounges, Speakeasies, Cocktail Bars",3.9,547,Yelp,2026-07-02
The Tavern at Firefall Ranch,(209) 379-6820,"24025 CA-120, Groveland, CA 95321",Groveland,CA,95321,https://www.yelp.com/biz/the-tavern-at-firefall-ranch-groveland?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Cocktail Bars, Breakfast & Brunch, American",4.4,19,Yelp,2026-07-02
Australian Hotel,+61747226999,"11 Palmer St, South Townsville Queensland 4810, Australia",South Townsville,QLD,4810,https://www.yelp.com/biz/australian-hotel-south-townsville?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Bars, Australian",4.0,3,Yelp,2026-07-02
The Guest House,(323) 660-9930,"1750 Hillhurst Ave, Los Angeles, CA 90027",Los Angeles,CA,90027,https://www.yelp.com/biz/the-guest-house-los-angeles-3?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Cocktail Bars, New American, Venues & Event Spaces",4.2,433,Yelp,2026-07-02
Simply Tops Seafood Bar,+61747723028,"9 Palmer St,, Shop 2, South Townsville Queensland 4810, Australia",South Townsville,QLD,4810,https://www.yelp.com/biz/simply-tops-seafood-bar-south-townsville-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Bars, Seafood",4.1,8,Yelp,2026-07-02
Mammoth Rock Brasserie,(760) 934-4200,"3029 Chateau Rd, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/mammoth-rock-brasserie-mammoth-lakes-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Brasseries, Bars, French",4.4,509,Yelp,2026-07-02
The Green Room,(818) 962-4446,"1250 E Harvard Rd, Burbank, CA 91501",Burbank,CA,91501,https://www.yelp.com/biz/the-green-room-burbank?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Cocktail Bars, Lounges, Venues & Event Spaces",4.6,681,Yelp,2026-07-02
Hemlock Restaurant & Bar,(559) 566-2323,"48800 Royal Oaks Dr, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/hemlock-restaurant-and-bar-oakhurst?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Bars, New American",4.4,32,Yelp,2026-07-02
Little Leaf Bar,(559) 261-2699,"6011 N Palm, Fresno, CA 93704",Fresno,CA,93704,https://www.yelp.com/biz/little-leaf-bar-fresno-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Lounges, Asian Fusion",4.3,79,Yelp,2026-07-02
Horseshoe Tavern,(415) 346-1430,"2024 Chestnut St, San Francisco, CA 94123",San Francisco,CA,94123,https://www.yelp.com/biz/horseshoe-tavern-san-francisco?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Pubs, Lounges",3.9,313,Yelp,2026-07-02
Flynns Irish Bar & Bistro,+61747211655,"101 Flinders St, Townsville Queensland 4810, Australia",Townsville,QLD,4810,https://www.yelp.com/biz/flynns-irish-bar-and-bistro-townsville?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Dance Clubs, Bars, Restaurants",,,Yelp,2026-07-02
Mammoth Rock Brasserie,(760) 934-4200,"3029 Chateau Rd, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/mammoth-rock-brasserie-mammoth-lakes-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Brasseries, Bars, French",4.4,509,Yelp,2026-07-02
Mammoth Tavern,(760) 934-3902,"587 Old Mammoth Rd, Ste 10, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/mammoth-tavern-mammoth-lakes?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"New American, Gastropubs, Cocktail Bars",4.0,617,Yelp,2026-07-02
River View Grill & Bar,(559) 561-2211,"42323 Sierra Dr, Three Rivers, CA 93271",Three Rivers,CA,93271,https://www.yelp.com/biz/river-view-grill-and-bar-three-rivers?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Bars, American, Chicken Wings",3.3,699,Yelp,2026-07-02
Hemlock Restaurant & Bar,(559) 566-2323,"48800 Royal Oaks Dr, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/hemlock-restaurant-and-bar-oakhurst?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Bars, New American",4.4,32,Yelp,2026-07-02
Kung Fu Action Theatre ,(415) 420-6016,"841 Larkin St, San Francisco, CA 94109",San Francisco,CA,94109,https://www.yelp.com/biz/kung-fu-action-theatre-san-francisco?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,Dive Bars,4.5,48,Yelp,2026-07-02
Little Rock Tavern,(559) 876-3153,"933 Academy Ave, Sanger, CA 93657",Sanger,CA,93657,https://www.yelp.com/biz/little-rock-tavern-sanger?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Dive Bars, Beer Bar, Cocktail Bars",4.5,8,Yelp,2026-07-02
Taphouse,+61747722301,"City Lane, 373 Flinders St, Townsville Queensland 4810, Australia",Townsville,QLD,4810,https://www.yelp.com/biz/taphouse-townsville?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,Beer Bar,5.0,6,Yelp,2026-07-02
Big Bar,(323) 644-0100,"1927 Hillhurst Ave, Los Angeles, CA 90027",Los Angeles,CA,90027,https://www.yelp.com/biz/big-bar-los-angeles-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,Cocktail Bars,4.0,185,Yelp,2026-07-02
Buckhorn Saloon,(559) 877-8700,"32992 Rd 222, North Fork, CA 93643",North Fork,CA,93643,https://www.yelp.com/biz/buckhorn-saloon-north-fork?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"American, Pubs",3.9,52,Yelp,2026-07-02
Monsoons Bar & Grill,+61747720900,"194 Flinders St, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/monsoons-bar-and-grill-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Bars, Restaurants",3.0,2,Yelp,2026-07-02
Blue Heron Restaurant & Yosemite Grill,(559) 517-3467,"30250 Yosemite Springs Pkwy, Coarsegold, CA 93614",Coarsegold,CA,93614,https://www.yelp.com/biz/blue-heron-restaurant-and-yosemite-grill-coarsegold?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"American, Bars, Venues & Event Spaces",4.3,124,Yelp,2026-07-02
Oakhurst Grill and Whiskey 41 Lounge,(559) 641-2477,"40530 Hwy 41, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/oakhurst-grill-and-whiskey-41-lounge-oakhurst?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"New American, Lounges",4.1,532,Yelp,2026-07-02
Mammoth Tavern,(760) 934-3902,"587 Old Mammoth Rd, Ste 10, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/mammoth-tavern-mammoth-lakes?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"New American, Gastropubs, Cocktail Bars",4.0,617,Yelp,2026-07-02
