name,phone,address,city,state,zip,website,category_type,categories,rating,review_count,source,date_found
Tacos Sinaloa,(559) 492-8581,"Clovis, CA 93619",Clovis,CA,93619,https://www.yelp.com/biz/tacos-sinaloa-clovis-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mexican, Food Trucks",2.9,8,Yelp,2026-07-02
Los Pepes Authentic Mexican Food,(559) 897-9011,"1520 Draper St, Kingsburg, CA 93631",Kingsburg,CA,93631,https://www.yelp.com/biz/los-pepes-authentic-mexican-food-kingsburg?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,3.7,138,Yelp,2026-07-02
Mariscos Los Compadres,(559) 591-3659,"376 W Tulare St, Dinuba, CA 93618",Dinuba,CA,93618,https://www.yelp.com/biz/mariscos-los-compadres-dinuba?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,4.5,96,Yelp,2026-07-02
Plazuelas Mexican Restaurant & Taqueria,(559) 658-7771,"40015 Hwy 49, Ste 203 & 204, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/plazuelas-mexican-restaurant-and-taqueria-oakhurst?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,4.3,921,Yelp,2026-07-02
Los 2 Carnales,(559) 603-8539,"40470 CA-41, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/los-2-carnales-oakhurst?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mexican, Seafood, American",4.4,108,Yelp,2026-07-02
Taqueria Mi Guadalajara,(760) 937-1618,"995 Tu Su Ln, Bishop, CA 93514",Bishop,CA,93514,https://www.yelp.com/biz/taqueria-mi-guadalajara-bishop?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Food Trucks, Mexican",4.9,265,Yelp,2026-07-02
Plazuelas Mexican Restaurant & Taqueria,(559) 658-7771,"40015 Hwy 49, Ste 203 & 204, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/plazuelas-mexican-restaurant-and-taqueria-oakhurst?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,4.3,921,Yelp,2026-07-02
Mi Rancho Tortilla's,(559) 299-3183,"801 Purvis Ave, Clovis, CA 93612",Clovis,CA,93612,https://www.yelp.com/biz/mi-rancho-tortillas-clovis?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,1.0,1,Yelp,2026-07-02
California Burritos,(858) 569-1600,"7754 Starling Dr, San Diego, CA 92123",San Diego,CA,92123,https://www.yelp.com/biz/california-burritos-san-diego?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mexican, Breakfast & Brunch, Burgers",4.3,1404,Yelp,2026-07-02
Plazuelas Mexican Restaurant & Taqueria,(559) 658-7771,"40015 Hwy 49, Ste 203 & 204, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/plazuelas-mexican-restaurant-and-taqueria-oakhurst?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,4.3,921,Yelp,2026-07-02
Cielito Lindo,(415) 742-0959,"3440 Balboa St, San Francisco, CA 94121",San Francisco,CA,94121,https://www.yelp.com/biz/cielito-lindo-san-francisco?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,4.3,438,Yelp,2026-07-02
Holbox,(213) 986-9972,"3655 S Grand Ave, Ste C9, Los Angeles, CA 90007",Los Angeles,CA,90007,https://www.yelp.com/biz/holbox-los-angeles-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Latin American, Seafood, Mexican",4.7,2544,Yelp,2026-07-02
Martha's Mexican Food,(559) 528-6032,"41435 Rd 128, Orosi, CA 93647",Orosi,CA,93647,https://www.yelp.com/biz/marthas-mexican-food-orosi-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,3.6,141,Yelp,2026-07-02
Casa Velasco Mexican Restaurant,(559) 683-2272,"54311 Rd 432, Bass Lake, CA 93604",Bass Lake,CA,93604,https://www.yelp.com/biz/casa-velasco-mexican-restaurant-bass-lake?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,4.4,301,Yelp,2026-07-02
Azul Mexican Grill,(559) 733-2985,"1306 N Demaree St, Ste A, Visalia, CA 93291",Visalia,CA,93291,https://www.yelp.com/biz/azul-mexican-grill-visalia?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,3.5,225,Yelp,2026-07-02
El Sueño,(619) 510-9813,"2836 Juan St, San Diego, CA 92110",San Diego,CA,92110,https://www.yelp.com/biz/el-sue%C3%B1o-san-diego?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mexican, Lounges, Cocktail Bars",4.1,740,Yelp,2026-07-02
Sandy's Country Junction,(559) 298-1951,"532 Clovis Ave, Clovis, CA 93612",Clovis,CA,93612,https://www.yelp.com/biz/sandys-country-junction-clovis?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Coffee & Tea, Desserts, Mexican",4.0,589,Yelp,2026-07-02
The Godfather Diner,(619) 439-3896,"7914 Broadway, Lemon Grove, CA 91945",Lemon Grove,CA,91945,https://www.yelp.com/biz/the-godfather-diner-lemon-grove?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Diners, Mexican",4.9,94,Yelp,2026-07-02
Mike's Taqueria,(817) 459-2648,"1112 N Collins St, Ste A, Arlington, TX 76011",Arlington,TX,76011,https://www.yelp.com/biz/mikes-taqueria-arlington?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"New American, Mexican",3.0,39,Yelp,2026-07-02
Plazuelas Mexican Restaurant & Taqueria,(559) 658-7771,"40015 Hwy 49, Ste 203 & 204, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/plazuelas-mexican-restaurant-and-taqueria-oakhurst?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,4.3,921,Yelp,2026-07-02
El Asadero Taco Shop,(209) 385-3880,"3532 G St, Merced, CA 95340",Merced,CA,95340,https://www.yelp.com/biz/el-asadero-taco-shop-merced?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,3.9,373,Yelp,2026-07-02
La Elotería,+526642002950,"Calzada Ermita Nte 27, Col. Santa Cruz, 22105 Tijuana, Baja California, Mexico",Tijuana,BCN,22105,https://www.yelp.com/biz/la-eloter%C3%ADa-tijuana-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mexican, Diners",4.0,30,Yelp,2026-07-02
La Parilla Grill and Tacos,(760) 209-3478,"117 S Crawford Ave, June Lake, CA 93529",June Lake,CA,93529,https://www.yelp.com/biz/la-parilla-grill-and-tacos-june-lake?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mexican, Food Trucks, Burgers",4.3,54,Yelp,2026-07-02
El Perejil Mexican Grill,(408) 310-5413,"1196 W Olive Ave, Merced, CA 95348",Merced,CA,95348,https://www.yelp.com/biz/el-perejil-mexican-grill-no-title?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Food Trucks, Mexican, Caterers",4.0,6,Yelp,2026-07-02
Plazuelas Mexican Restaurant & Taqueria,(559) 658-7771,"40015 Hwy 49, Ste 203 & 204, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/plazuelas-mexican-restaurant-and-taqueria-oakhurst?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,4.3,921,Yelp,2026-07-02
Latin Market,(760) 934-7120,"1566 Tavern Rd, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/latin-market-mammoth-lakes-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mexican, Grocery",4.5,489,Yelp,2026-07-02
Arsenios Mexican Food,(559) 560-7488,"37275 Ave 12, Unit A, Madera, CA 93636",Madera,CA,93636,https://www.yelp.com/biz/arsenios-mexican-food-madera?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,4.6,18,Yelp,2026-07-02
Taco John's,(254) 532-9107,"12003 37th St, Fort Hood, TX 76544",Fort Hood,TX,76544,https://www.yelp.com/biz/taco-johns-fort-hood-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,,,Yelp,2026-07-02
Coastal Cantina,(858) 764-6057,"15575 Jimmy Durante Blvd, Del Mar, CA 92014",Del Mar,CA,92014,https://www.yelp.com/biz/coastal-cantina-del-mar?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Lounges, Beer Bar, Mexican",3.9,106,Yelp,2026-07-02
Cocina De Barrio,(619) 432-1704,"2884 University Ave, San Diego, CA 92104",San Diego,CA,92104,https://www.yelp.com/biz/cocina-de-barrio-san-diego-5?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Breakfast & Brunch, Mexican, Cocktail Bars",4.8,359,Yelp,2026-07-02
Red Fish Kitchen,(310) 385-5813,"8879 W Pico Blvd, Ste 4, Los Angeles, CA 90035",Los Angeles,CA,90035,https://www.yelp.com/biz/red-fish-kitchen-los-angeles?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Sushi Bars, Persian/Iranian, Mexican",3.8,65,Yelp,2026-07-02
Roberto's Cafe,(760) 934-3667,"271 Old Mammoth Rd, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/robertos-cafe-mammoth-lakes-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mexican, Sports Bars, Lounges",3.9,1327,Yelp,2026-07-02
Red Wave Inn,(559) 228-8446,"2375 E Shaw Ave, Fresno, CA 93710",Fresno,CA,93710,https://www.yelp.com/biz/red-wave-inn-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Bars, Mexican, Sandwiches",4.3,175,Yelp,2026-07-02
Casa Velasco Mexican Restaurant,(559) 683-2272,"54311 Rd 432, Bass Lake, CA 93604",Bass Lake,CA,93604,https://www.yelp.com/biz/casa-velasco-mexican-restaurant-bass-lake?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,4.4,301,Yelp,2026-07-02
Temporal,+525552115477,"Saltillo 1, Col. Hipódromo, 06140 México, D.F., Mexico","México, D.F.",DIF,06140,https://www.yelp.com/biz/temporal-m%C3%A9xico?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Nightlife, Mexican, Gastropubs",4.5,131,Yelp,2026-07-02
Martin's Grill,(559) 307-0460,"29533 Auberry Rd, Unit 104, Prather, CA 93651",Prather,CA,93651,https://www.yelp.com/biz/martins-grill-prather?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mediterranean, Mexican, Breakfast & Brunch",4.5,4,Yelp,2026-07-02
Martin's Grill,(559) 307-0460,"29533 Auberry Rd, Unit 104, Prather, CA 93651",Prather,CA,93651,https://www.yelp.com/biz/martins-grill-prather?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mediterranean, Mexican, Breakfast & Brunch",4.5,4,Yelp,2026-07-02
Martin's Grill,(559) 307-0460,"29533 Auberry Rd, Unit 104, Prather, CA 93651",Prather,CA,93651,https://www.yelp.com/biz/martins-grill-prather?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mediterranean, Mexican, Breakfast & Brunch",4.5,4,Yelp,2026-07-02
Plazuelas Mexican Restaurant & Taqueria,(559) 658-7771,"40015 Hwy 49, Ste 203 & 204, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/plazuelas-mexican-restaurant-and-taqueria-oakhurst?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,4.3,921,Yelp,2026-07-02
La Placita,(559) 394-7172,"5769 S Elm Ave, Fresno, CA 93706",Fresno,CA,93706,https://www.yelp.com/biz/la-placita-fresno-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mexican, Desserts",4.6,11,Yelp,2026-07-02
Antolina,+525552116845,"Aguascalientes 232, Col. Hipodromo, 06100 Ciudad de México, CDMX, Mexico",Ciudad De México,DIF,06100,https://www.yelp.com/biz/antolina-ciudad-de-m%C3%A9xico?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,4.5,42,Yelp,2026-07-02
Playas De Rosarito,(559) 896-7848,"1406 E Front St, Selma, CA 93662",Selma,CA,93662,https://www.yelp.com/biz/playas-de-rosarito-selma?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,4.2,58,Yelp,2026-07-02
Tacos Sinaloa,(559) 492-8581,"Clovis, CA 93619",Clovis,CA,93619,https://www.yelp.com/biz/tacos-sinaloa-clovis-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mexican, Food Trucks",2.9,8,Yelp,2026-07-02
Asadero Acatlan de Juarez,+526865553243,"Calz. Independencia 698, Col. Nueva Esperanza, 21050 Mexicali, Baja California, Mexico",Mexicali,BCN,21050,https://www.yelp.com/biz/asadero-acatlan-de-juarez-mexicali?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,4.6,168,Yelp,2026-07-02
Cactus Jack's Saloon,+61747215705,"237 Flinders St, Townsville Queensland 4810, Australia",Townsville,QLD,4810,https://www.yelp.com/biz/cactus-jacks-saloon-townsville?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,5.0,1,Yelp,2026-07-02
Cactus Jack's Saloon,+61747215705,"237 Flinders St, Townsville Queensland 4810, Australia",Townsville,QLD,4810,https://www.yelp.com/biz/cactus-jacks-saloon-townsville?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,5.0,1,Yelp,2026-07-02
Maria Isabel,(415) 275-0075,"500 Presidio Ave, San Francisco, CA 94115",San Francisco,CA,94115,https://www.yelp.com/biz/maria-isabel-san-francisco?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mexican, New Mexican Cuisine, Latin American",4.7,18,Yelp,2026-07-02
La Bonfil,+525555740266,"Av. Álvaro Obregón 130, Col. Roma Norte, 06700 Ciudad de México, Aguascalientes, Mexico",Ciudad De México,AGU,06700,https://www.yelp.com/biz/la-bonfil-ciudad-de-m%C3%A9xico?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Seafood, Mexican",5.0,3,Yelp,2026-07-02
Red Pepper Bar and Grill,(408) 737-8588,"2310 Homestead Rd, Ste J, Los Altos, CA 94024",Los Altos,CA,94024,https://www.yelp.com/biz/red-pepper-bar-and-grill-los-altos?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,2.9,255,Yelp,2026-07-02
Cactus Jack's Saloon,+61747215705,"237 Flinders St, Townsville Queensland 4810, Australia",Townsville,QLD,4810,https://www.yelp.com/biz/cactus-jacks-saloon-townsville?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,5.0,1,Yelp,2026-07-02
