name,phone,address,city,state,zip,website,category_type,categories,rating,review_count,source,date_found
Jr's Urban Eats,(408) 649-3392,"2090 N Capitol Ave, San Jose, CA 95132",San Jose,CA,95132,https://www.yelp.com/biz/jrs-urban-eats-san-jose?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Cafes, Bubble Tea, Sandwiches",5.0,5,Yelp,2026-07-02
Little RED Bistro,(925) 954-8274,"690 Gregory Ln, Ste 4, Pleasant Hill, CA 94523",Pleasant Hill,CA,94523,https://www.yelp.com/biz/little-red-bistro-pleasant-hill?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Coffee & Tea, Creperies, Sandwiches",4.0,200,Yelp,2026-07-02
Golden Grain Coffee Lounge,+61747833220,"152b Queen St, Ayr Queensland 4807, Australia",Ayr,QLD,4807,https://www.yelp.com/biz/golden-grain-coffee-lounge-ayr?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,Coffee & Tea,,,Yelp,2026-07-02
Bee’s Bakery Cafe,(559) 683-2393,"40250 Junction Dr, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/bee-s-bakery-cafe-oakhurst-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bakeries, Cafes, Breakfast & Brunch",4.5,299,Yelp,2026-07-02
The Bistro,(619) 291-5720,"595 Hotel Cir S, San Diego, CA 92108",San Diego,CA,92108,https://www.yelp.com/biz/the-bistro-san-diego-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Salad, Coffee & Tea, Sandwiches",3.4,12,Yelp,2026-07-02
Born Wild Wholefood & Espresso,+61747714045,"373-383 Flinders St, Townsville City Tasmania 4810, Australia",Townsville City,TAS,4810,https://www.yelp.com/biz/born-wild-wholefood-and-espresso-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,Cafes,4.3,3,Yelp,2026-07-02
Little Nap Cafe,(619) 677-2117,"142 University Ave, Ste A, San Diego, CA 92103",San Diego,CA,92103,https://www.yelp.com/biz/little-nap-cafe-san-diego-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Coffee & Tea, Bubble Tea, Sandwiches",4.1,420,Yelp,2026-07-02
Silver Lake Resort Cafe,(760) 648-7525,"6957 Hwy 158, June Lake, CA 93529",June Lake,CA,93529,https://www.yelp.com/biz/silver-lake-resort-cafe-june-lake?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Cafes, American, Breakfast & Brunch",4.7,185,Yelp,2026-07-02
Mikara Cafe,(619) 592-5245,"10330 Friars Rd, San Diego, CA 92120",San Diego,CA,92120,https://www.yelp.com/biz/mikara-cafe-san-diego?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Coffee & Tea, Cafes, Desserts",4.9,48,Yelp,2026-07-02
Hot Shot Coffee Shack,(559) 877-6300,"33013 Rd 222, North Fork, CA 93643",North Fork,CA,93643,https://www.yelp.com/biz/hot-shot-coffee-shack-north-fork-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Cafes, Breakfast & Brunch",4.6,40,Yelp,2026-07-02
Blue House Café,(415) 619-4858,"302 Randolph St, San Francisco, CA 94132",San Francisco,CA,94132,https://www.yelp.com/biz/blue-house-caf%C3%A9-san-francisco?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Coffee & Tea, Cafes",4.5,161,Yelp,2026-07-02
Hot Shot Coffee Shack,(559) 877-6300,"33013 Rd 222, North Fork, CA 93643",North Fork,CA,93643,https://www.yelp.com/biz/hot-shot-coffee-shack-north-fork-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Cafes, Breakfast & Brunch",4.6,40,Yelp,2026-07-02
Pie House,+61747243926,"221 Flinders St, Townsville Queensland 4810, Australia",Townsville,QLD,4810,https://www.yelp.com/biz/pie-house-townsville?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Cafes, Fast Food",5.0,1,Yelp,2026-07-02
La Clochette,(619) 230-5077,"7995 Civita Blvd, Ste 11, San Diego, CA 92108",San Diego,CA,92108,https://www.yelp.com/biz/la-clochette-san-diego-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bakeries, Coffee & Tea, Breakfast & Brunch",4.0,68,Yelp,2026-07-02
Red Apple Cafe,(559) 261-1505,"488 W Herndon Ave, Fresno, CA 93650",Fresno,CA,93650,https://www.yelp.com/biz/red-apple-cafe-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Breakfast & Brunch, Cafes, Sandwiches",4.4,1499,Yelp,2026-07-02
La Bamba Byo Restaurant,+61747716322,"3 Palmer St, South Townsville Queensland 4810, Australia",South Townsville,QLD,4810,https://www.yelp.com/biz/la-bamba-byo-restaurant-south-townsville?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Coffee & Tea, Restaurants, Wine Bars",,,Yelp,2026-07-02
The Incredible Cheesecake Company,(619) 563-9722,"3161 Adams Ave, San Diego, CA 92116",San Diego,CA,92116,https://www.yelp.com/biz/the-incredible-cheesecake-company-san-diego?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Desserts, Coffee & Tea, Cupcakes",4.3,467,Yelp,2026-07-02
Little Heaven,(415) 824-1293,"2348 Mission St, San Francisco, CA 94110",San Francisco,CA,94110,https://www.yelp.com/biz/little-heaven-san-francisco?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Creperies, Bubble Tea, Juice Bars & Smoothies",4.7,243,Yelp,2026-07-02
Blue Bottle Cafe Gallery,+61747712121,"58 The Strand, Shop 2, North Ward Queensland 4810, Australia",North Ward,QLD,4810,https://www.yelp.com/biz/blue-bottle-cafe-gallery-north-ward?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Coffee & Tea, Restaurants",,,Yelp,2026-07-02
Axis Coffee Bar & Eatery,(559) 822-3380,"4150 Town Center Blvd, Ste 102, Madera, CA 93636",Madera,CA,93636,https://www.yelp.com/biz/axis-coffee-bar-and-eatery-madera?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Coffee & Tea, Breakfast & Brunch, Beer Bar",4.1,131,Yelp,2026-07-02
Blue Bottle Cafe Gallery,+61747712121,"58 The Strand, Shop 2, North Ward Queensland 4810, Australia",North Ward,QLD,4810,https://www.yelp.com/biz/blue-bottle-cafe-gallery-north-ward?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Coffee & Tea, Restaurants",,,Yelp,2026-07-02
La Maison Smith,(418) 529-0096,"201 3e Avenue, Quebec, QC G1S 1S7, Canada",Quebec,QC,G1S 1S7,https://www.yelp.com/biz/la-maison-smith-quebec-6?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,Cafes,4.0,1,Yelp,2026-07-02
Jam Corner,+61747214900,"1 Palmer St, South Townsville Queensland 4810, Australia",South Townsville,QLD,4810,https://www.yelp.com/biz/jam-corner-south-townsville-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Breakfast & Brunch, Coffee & Tea, Venues & Event Spaces",4.1,15,Yelp,2026-07-02
7-Eleven,(559) 939-7888,"105 N Clovis Ave, Fresno, CA 93727",Fresno,CA,93727,https://www.yelp.com/biz/7-eleven-fresno-34?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Convenience Stores, Coffee & Tea, Gas Stations",5.0,1,Yelp,2026-07-02
Cafe Bambini,+61747216266,"46 Gregory St, Unit 4, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/cafe-bambini-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Restaurants, Coffee & Tea",3.0,1,Yelp,2026-07-02
Blue Bottle Cafe Gallery,+61747712121,"58 The Strand, Shop 2, North Ward Queensland 4810, Australia",North Ward,QLD,4810,https://www.yelp.com/biz/blue-bottle-cafe-gallery-north-ward?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Coffee & Tea, Restaurants",,,Yelp,2026-07-02
Cafe on Stokes,+61747727026,"18 Stokes St, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/cafe-on-stokes-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Coffee & Tea, Restaurants",,,Yelp,2026-07-02
Donut King’s,(209) 383-5411,"260 W Main St, Ste A, Merced, CA 95340",Merced,CA,95340,https://www.yelp.com/biz/donut-king-s-merced?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Donuts, Sandwiches, Bubble Tea",4.5,266,Yelp,2026-07-02
Little Griddle,(415) 864-4292,"1455 Market St, Dough Cafe, San Francisco, CA 94103",San Francisco,CA,94103,https://www.yelp.com/biz/little-griddle-san-francisco-4?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Coffee & Tea, Breakfast & Brunch, Burgers",3.9,114,Yelp,2026-07-02
La Clochette,(619) 230-5077,"7995 Civita Blvd, Ste 11, San Diego, CA 92108",San Diego,CA,92108,https://www.yelp.com/biz/la-clochette-san-diego-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bakeries, Coffee & Tea, Breakfast & Brunch",4.0,68,Yelp,2026-07-02
Red Rooster Bakery Cafe,(323) 369-8331,"5135 W Adams Blvd, Los Angeles, CA 90016",Los Angeles,CA,90016,https://www.yelp.com/biz/red-rooster-bakery-cafe-los-angeles-5?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bakeries, Cafes, Bars",4.2,45,Yelp,2026-07-02
Lardo,+525552117731,"Agustín Melgar 6, Col. Condesa, 06140 Ciudad de México, CDMX, Mexico",Ciudad De México,DIF,06140,https://www.yelp.com/biz/lardo-ciudad-de-m%C3%A9xico?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Breakfast & Brunch, French, Cafeteria",4.4,494,Yelp,2026-07-02
Liu’s Cafe,(213) 264-8585,"3915 1/2 W 6th St, Los Angeles, CA 90020",Los Angeles,CA,90020,https://www.yelp.com/biz/liu-s-cafe-los-angeles-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Cafes, Bakeries, Cantonese",4.4,717,Yelp,2026-07-02
La Bamba Byo Restaurant,+61747716322,"3 Palmer St, South Townsville Queensland 4810, Australia",South Townsville,QLD,4810,https://www.yelp.com/biz/la-bamba-byo-restaurant-south-townsville?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Coffee & Tea, Restaurants, Wine Bars",,,Yelp,2026-07-02
La Bamba Byo Restaurant,+61747716322,"3 Palmer St, South Townsville Queensland 4810, Australia",South Townsville,QLD,4810,https://www.yelp.com/biz/la-bamba-byo-restaurant-south-townsville?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Coffee & Tea, Restaurants, Wine Bars",,,Yelp,2026-07-02
La Bamba Byo Restaurant,+61747716322,"3 Palmer St, South Townsville Queensland 4810, Australia",South Townsville,QLD,4810,https://www.yelp.com/biz/la-bamba-byo-restaurant-south-townsville?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Coffee & Tea, Restaurants, Wine Bars",,,Yelp,2026-07-02
Red Rooster Bakery Cafe,(323) 369-8331,"5135 W Adams Blvd, Los Angeles, CA 90016",Los Angeles,CA,90016,https://www.yelp.com/biz/red-rooster-bakery-cafe-los-angeles-5?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bakeries, Cafes, Bars",4.2,45,Yelp,2026-07-02
La Bamba Byo Restaurant,+61747716322,"3 Palmer St, South Townsville Queensland 4810, Australia",South Townsville,QLD,4810,https://www.yelp.com/biz/la-bamba-byo-restaurant-south-townsville?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Coffee & Tea, Restaurants, Wine Bars",,,Yelp,2026-07-02
Hoi Polloi,+61432025129,"Denham Lane, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/hoi-polloi-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bars, Cafes",5.0,1,Yelp,2026-07-02
Hoi Polloi,+61432025129,"Denham Lane, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/hoi-polloi-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bars, Cafes",5.0,1,Yelp,2026-07-02
Tinto,(332) 232-6319,"41 Monroe St, New York, NY 10002",New York,NY,10002,https://www.yelp.com/biz/tinto-new-york-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,Cafes,5.0,1,Yelp,2026-07-02
Hoi Polloi,+61432025129,"Denham Lane, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/hoi-polloi-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bars, Cafes",5.0,1,Yelp,2026-07-02
Hot Shot Coffee Shack,(559) 877-6300,"33013 Rd 222, North Fork, CA 93643",North Fork,CA,93643,https://www.yelp.com/biz/hot-shot-coffee-shack-north-fork-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Cafes, Breakfast & Brunch",4.6,40,Yelp,2026-07-02
Hoi Polloi,+61432025129,"Denham Lane, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/hoi-polloi-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bars, Cafes",5.0,1,Yelp,2026-07-02
Hoi Polloi,+61432025129,"Denham Lane, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/hoi-polloi-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bars, Cafes",5.0,1,Yelp,2026-07-02
Hoi Polloi,+61432025129,"Denham Lane, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/hoi-polloi-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bars, Cafes",5.0,1,Yelp,2026-07-02
Hoi Polloi,+61432025129,"Denham Lane, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/hoi-polloi-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bars, Cafes",5.0,1,Yelp,2026-07-02
The Beet Bar,+61747240918,"358 Flinders St, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/the-beet-bar-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Juice Bars & Smoothies, Coffee & Tea, Acai Bowls",4.7,3,Yelp,2026-07-02
Luna Bistro Cafe,(562) 313-9313,"5755 Pacific Coast Hwy, Long Beach, CA 90803",Long Beach,CA,90803,https://www.yelp.com/biz/luna-bistro-cafe-long-beach-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"New American, Coffee & Tea, Cocktail Bars",4.3,526,Yelp,2026-07-02
