name,phone,address,city,state,zip,website,category_type,categories,rating,review_count,source,date_found
Balanced Rock Grill & Cantina,(760) 648-7849,"2588 Hwy 158, June Lake, CA 93529",June Lake,CA,93529,https://www.yelp.com/biz/balanced-rock-grill-and-cantina-june-lake?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mexican, Salad, Sandwiches",4.6,141,Yelp,2026-07-02
Pho Lotus,(559) 372-7044,"3837 W Caldwell Ave, Ste A, Visalia, CA 93277",Visalia,CA,93277,https://www.yelp.com/biz/pho-lotus-visalia?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,vietnamese,"Comfort Food, Coffee & Tea, Vietnamese",3.8,19,Yelp,2026-07-02
Mammoth Rock Brasserie,(760) 934-4200,"3029 Chateau Rd, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/mammoth-rock-brasserie-mammoth-lakes-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Brasseries, Bars, French",4.4,509,Yelp,2026-07-02
Ramon's Tacos,(209) 996-9736,"486 N Sutter St, Planada, CA 95365",Planada,CA,95365,https://www.yelp.com/biz/ramons-tacos-planada?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mexican, Food Trucks",4.5,78,Yelp,2026-07-02
Bravo Farms Traver,(559) 897-5762,"36005 Hwy 99, Traver, CA 93673",Traver,CA,93673,https://www.yelp.com/biz/bravo-farms-traver-traver-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Cheese Shops, Barbeque, Chocolatiers & Shops",3.8,727,Yelp,2026-07-02
Downtown Rookies Sports Bar,(559) 732-1200,"215 E Main St, Visalia, CA 93291",Visalia,CA,93291,https://www.yelp.com/biz/downtown-rookies-sports-bar-visalia?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,Sports Bars,2.9,179,Yelp,2026-07-02
The Annex Kitchen,(559) 248-8512,"2257 W Shaw Ave, Fresno, CA 93711",Fresno,CA,93711,https://www.yelp.com/biz/the-annex-kitchen-fresno-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,pizza,"Pizza, Italian, Cocktail Bars",4.4,1799,Yelp,2026-07-02
Eureka!,(559) 578-8879,"950 Herndon Ave, Clovis, CA 93612",Clovis,CA,93612,https://www.yelp.com/biz/eureka-clovis-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"American, Cocktail Bars, Burgers",4.0,204,Yelp,2026-07-02
Harmony Brazilian Steakhouse & Bar,(310) 359-3400,"106 Old Mammoth Rd, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/harmony-brazilian-steakhouse-and-bar-mammoth-lakes?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Brazilian, Steakhouses, Cocktail Bars",4.4,232,Yelp,2026-07-02
Pho Village,(559) 319-7113,"5183 E Kings Canyon Rd, Fresno, CA 93727",Fresno,CA,93727,https://www.yelp.com/biz/pho-village-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,vietnamese,"Asian Fusion, Soup, Vietnamese",4.6,7,Yelp,2026-07-02
Sunny Market & Liquor,(559) 674-0661,"21153 Rd 600, Madera, CA 93638",Madera,CA,93638,https://www.yelp.com/biz/sunny-market-and-liquor-madera?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,retail,"Convenience Stores, Gas Stations",5.0,1,Yelp,2026-07-02
Dog House Grill,(559) 294-9920,"2789 E Shaw Ave, Fresno, CA 93710",Fresno,CA,93710,https://www.yelp.com/biz/dog-house-grill-fresno-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Sports Bars, American, Barbeque",4.2,2972,Yelp,2026-07-02
Bistro Di Bufala,(559) 636-1618,"208 W Main St, Visalia, CA 93291",Visalia,CA,93291,https://www.yelp.com/biz/bistro-di-bufala-visalia-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mediterranean,"Mediterranean, Italian, Breakfast & Brunch",4.1,521,Yelp,2026-07-02
Super Mercado Leon,(559) 924-2966,"250 W D St, Lemoore, CA 93245",Lemoore,CA,93245,https://www.yelp.com/biz/super-mercado-leon-lemoore?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Grocery, Mexican",3.6,37,Yelp,2026-07-02
3 Brothers Tortilleria & Birrieria,(559) 507-3331,"1130 Country Club Dr, Madera, CA 93638",Madera,CA,93638,https://www.yelp.com/biz/3-brothers-tortilleria-and-birrieria-madera?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mexican, Food Trucks",,,Yelp,2026-07-02
Roberto's Cafe,(760) 934-3667,"271 Old Mammoth Rd, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/robertos-cafe-mammoth-lakes-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mexican, Sports Bars, Lounges",3.9,1327,Yelp,2026-07-02
Mammoth Rock Brasserie,(760) 934-4200,"3029 Chateau Rd, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/mammoth-rock-brasserie-mammoth-lakes-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Brasseries, Bars, French",4.4,509,Yelp,2026-07-02
Blue Heron Restaurant & Yosemite Grill,(559) 517-3467,"30250 Yosemite Springs Pkwy, Coarsegold, CA 93614",Coarsegold,CA,93614,https://www.yelp.com/biz/blue-heron-restaurant-and-yosemite-grill-coarsegold?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"American, Bars, Venues & Event Spaces",4.3,124,Yelp,2026-07-02
Tacos Sinaloa,(559) 492-8581,"Clovis, CA 93619",Clovis,CA,93619,https://www.yelp.com/biz/tacos-sinaloa-clovis-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mexican, Food Trucks",2.9,8,Yelp,2026-07-02
Elderwood,(559) 713-2114,"210 N Court St, Visalia, CA 93291",Visalia,CA,93291,https://www.yelp.com/biz/elderwood-visalia?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Cocktail Bars, New American",4.0,562,Yelp,2026-07-02
Taco Caporales,(209) 947-7491,"1735 W State Hwy 140, Merced, CA 95341",Merced,CA,95341,https://www.yelp.com/biz/taco-caporales-merced?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,food_truck,"Food Trucks, Tacos",4.7,13,Yelp,2026-07-02
Jowli's Filipino Cuisine,(559) 298-2563,"7058 N Cedar Ave, Fresno, CA 93720",Fresno,CA,93720,https://www.yelp.com/biz/jowlis-filipino-cuisine-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,filipino,"Filipino, Bakeries",3.5,182,Yelp,2026-07-02
Grounds Restaurant,(209) 728-8663,"402 Main St, Ste A, Murphys, CA 95247",Murphys,CA,95247,https://www.yelp.com/biz/grounds-restaurant-murphys-3?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"New American, Breakfast & Brunch, Cocktail Bars",4.0,603,Yelp,2026-07-02
Valentino's,(559) 273-0937,"2405 Capitol St, Ste 107, Fresno, CA 93721",Fresno,CA,93721,https://www.yelp.com/biz/valentinos-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Italian, Coffee & Tea, Breakfast & Brunch",4.4,63,Yelp,2026-07-02
Andiamo Ristorante Italiano,(559) 298-3196,"1275 Shaw Ave, Ste 120, Clovis, CA 93612",Clovis,CA,93612,https://www.yelp.com/biz/andiamo-ristorante-italiano-clovis?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,pizza,"Italian, Pizza",4.2,595,Yelp,2026-07-02
Bistro Di Bufala,(559) 636-1618,"208 W Main St, Visalia, CA 93291",Visalia,CA,93291,https://www.yelp.com/biz/bistro-di-bufala-visalia-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mediterranean,"Mediterranean, Italian, Breakfast & Brunch",4.1,521,Yelp,2026-07-02
"V Restaurant, Bistro & Bar",(209) 728-9944,"402 Main St, Ste L, Murphys, CA 95247",Murphys,CA,95247,https://www.yelp.com/biz/v-restaurant-bistro-and-bar-murphys-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"New American, Cocktail Bars, Breakfast & Brunch",3.9,603,Yelp,2026-07-02
The Armory,(209) 694-3158,"208 S Green St, Sonora, CA 95370",Sonora,CA,95370,https://www.yelp.com/biz/the-armory-no-title?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Venues & Event Spaces, Cocktail Bars, American",4.3,334,Yelp,2026-07-02
Mi Casa Restaurante,(559) 400-2699,"200 Derrick Ave, Mendota, CA 93640",Mendota,CA,93640,https://www.yelp.com/biz/mi-casa-restaurante-mendota?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,,,Yelp,2026-07-02
Dos Alas CubaRican Café & Lounge,(760) 965-0345,"101 Sherwin Creek Rd, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/dos-alas-cubarican-caf%C3%A9-and-lounge-mammoth-lakes?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,caribbean,"Cuban, Puerto Rican, Spanish",4.5,402,Yelp,2026-07-02
Reimer's Candies & Gifts,(559) 642-3232,"41969 Hwy 41, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/reimers-candies-and-gifts-oakhurst-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bakery,"Gelato, Ice Cream & Frozen Yogurt, Candy Stores",4.5,235,Yelp,2026-07-02
El Toro Tortilleria,(559) 253-1200,"4507 E Tulare St, Fresno, CA 93702",Fresno,CA,93702,https://www.yelp.com/biz/el-toro-tortilleria-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,4.6,179,Yelp,2026-07-02
The Ranch,(559) 732-6439,"604 W Murray Ave, Visalia, CA 93291",Visalia,CA,93291,https://www.yelp.com/biz/the-ranch-visalia?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Lounges, Steakhouses, Seafood",3.7,67,Yelp,2026-07-02
Papi's Mex Grill,(559) 434-1609,"1560 E Champlain Dr, Ste 101, Fresno, CA 93720",Fresno,CA,93720,https://www.yelp.com/biz/papis-mex-grill-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mexican, Bars",3.9,601,Yelp,2026-07-02
Mochuelo,(559) 348-5555,"2305 W Shaw Ave, Fresno, CA 93711",Fresno,CA,93711,https://www.yelp.com/biz/mochuelo-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Tapas/Small Plates, Spanish, Cocktail Bars",4.5,537,Yelp,2026-07-02
Plazuelas Mexican Restaurant & Taqueria,(559) 658-7771,"40015 Hwy 49, Ste 203 & 204, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/plazuelas-mexican-restaurant-and-taqueria-oakhurst?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,4.3,921,Yelp,2026-07-02
Mariscos Colima,(559) 683-6066,"40208 California 41, Ste B, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/mariscos-colima-oakhurst-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,3.9,142,Yelp,2026-07-02
Mochuelo,(559) 348-5555,"2305 W Shaw Ave, Fresno, CA 93711",Fresno,CA,93711,https://www.yelp.com/biz/mochuelo-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Tapas/Small Plates, Spanish, Cocktail Bars",4.5,537,Yelp,2026-07-02
Bella Rose Bakery & Cafe,(559) 419-9054,"1537 Lincoln St, Kingsburg, CA 93631",Kingsburg,CA,93631,https://www.yelp.com/biz/bella-rose-bakery-and-cafe-kingsburg?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bakeries, Cafes, Cupcakes",4.6,116,Yelp,2026-07-02
Mochuelo,(559) 348-5555,"2305 W Shaw Ave, Fresno, CA 93711",Fresno,CA,93711,https://www.yelp.com/biz/mochuelo-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Tapas/Small Plates, Spanish, Cocktail Bars",4.5,537,Yelp,2026-07-02
Casa Velasco Mexican Restaurant,(559) 683-2272,"54311 Rd 432, Bass Lake, CA 93604",Bass Lake,CA,93604,https://www.yelp.com/biz/casa-velasco-mexican-restaurant-bass-lake?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,4.4,301,Yelp,2026-07-02
7-Eleven,(559) 939-7888,"105 N Clovis Ave, Fresno, CA 93727",Fresno,CA,93727,https://www.yelp.com/biz/7-eleven-fresno-34?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Convenience Stores, Coffee & Tea, Gas Stations",5.0,1,Yelp,2026-07-02
Quesadilla Gorilla,(559) 636-6375,"215 W Main St, Ste 103, Visalia, CA 93291",Visalia,CA,93291,https://www.yelp.com/biz/quesadilla-gorilla-visalia?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,"Mexican, Comfort Food",4.4,779,Yelp,2026-07-02
El Patron Taqueria,(559) 897-5579,"1961 Simpson St, Kingsburg, CA 93631",Kingsburg,CA,93631,https://www.yelp.com/biz/el-patron-taqueria-kingsburg-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,mexican,Mexican,3.9,56,Yelp,2026-07-02
Pismo's Coastal Grill,(559) 439-9463,"7937 N Blackstone Ave, Fresno, CA 93720",Fresno,CA,93720,https://www.yelp.com/biz/pismos-coastal-grill-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"Seafood, Bars, New American",3.9,2520,Yelp,2026-07-02
Mountain Mike's Pizza,(559) 298-7000,"1610 Herndon Ave, Clovis, CA 93611",Clovis,CA,93611,https://www.yelp.com/biz/mountain-mikes-pizza-clovis-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,pizza,"Pizza, Chicken Wings",4.0,69,Yelp,2026-07-02
88 Bao Bao,(209) 749-2114,"3564 G St, Merced, CA 95340",Merced,CA,95340,https://www.yelp.com/biz/88-bao-bao-merced?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,chinese,"Asian Fusion, Dim Sum, Ramen",4.1,135,Yelp,2026-07-02
Tollhouse Market And Grill,(559) 855-5213,"28524 Tollhouse Rd, Tollhouse, CA 93667",Tollhouse,CA,93667,https://www.yelp.com/biz/tollhouse-market-and-grill-tollhouse?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,retail,"Burgers, Convenience Stores, Italian",4.6,93,Yelp,2026-07-02
The Annex Kitchen,(559) 248-8512,"2257 W Shaw Ave, Fresno, CA 93711",Fresno,CA,93711,https://www.yelp.com/biz/the-annex-kitchen-fresno-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,pizza,"Pizza, Italian, Cocktail Bars",4.4,1799,Yelp,2026-07-02
Buckhorn Saloon,(559) 877-8700,"32992 Rd 222, North Fork, CA 93643",North Fork,CA,93643,https://www.yelp.com/biz/buckhorn-saloon-north-fork?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"American, Pubs",3.9,52,Yelp,2026-07-02
The Elderberry House,(559) 683-6800,"48688 Victoria Ln, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/the-elderberry-house-oakhurst-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"French, Cocktail Bars, New American",4.5,343,Yelp,2026-07-02
The Elderberry House,(559) 683-6800,"48688 Victoria Ln, Oakhurst, CA 93644",Oakhurst,CA,93644,https://www.yelp.com/biz/the-elderberry-house-oakhurst-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bar,"French, Cocktail Bars, New American",4.5,343,Yelp,2026-07-02
Garrafa,(559) 570-8000,"1807 W Olive Ave, Fresno, CA 93728",Fresno,CA,93728,https://www.yelp.com/biz/garrafa-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,bakery,"Ice Cream & Frozen Yogurt, Tacos, Food Trucks",4.7,93,Yelp,2026-07-02
